text,value
"همچنین این دستگاه مجهز به 5 پورت USB (Universal Serial Bus)،  یک پورت مخصوص Kinect،  خروجی های HDMI وAV،  خروجی TOSLINK و همچنین شبکه بی سیم Wi-Fi بوده که نه تنها نیاز کاربر برای گیم و بازی کردن را برطرف می کند بلکه مانند دیگر رقبای خود (از جمله Sony PS3) امکان دسترسی به اینترنت،  ذخیره و پخش فایل های چند رسانه ای (مالتی مدیا) را نیز برای کاربر فراهم می کند.",+1
اين لب تاب از نظر گرافيک خيلي خوبه و همچنين سيستم خنک کنندگي خوبي داره فقط وقتي بازي سنگين با لب تاب ميکنيد کمي از هواکش گرما بيرون ميده که طبيعي هستش و بدنه خيلي خوبي داره.,+2
"از نظر ارگونومی و طراحی،  به دلیل شباهت بسیار زیادی که بین این دو وجود دارد،  توضیح بیشتری نمی‌دهیم و برای کسب اطلاعات بیشتر در این زمینه می‌توانید به نقد و بررسی دوربین HX100v مراجعه کنید.",0
"یکی دیگر از قابلیت های کلیدی این مدل سرعت تصویر برداری 60 فریم بر ثانیه آن است،  به این معنا که می توان فیلمهای ورزشی و مهیج را به صورت کاملا نرم و آهسته و با سرعت 2/1 پخش کرد.",+1
"باتری 7000 میلی آمپری این تبلت می‌تواند با مصارف روزمره تا دو روز کامل شارژ دهی کند که برای یک تبلت 10.1 اینچی با پردازنده ای دو هسته ای،  میزان بسیار خوبیست.",+2
خداييش آيفون 4 از اين قشنگ تر نيست؟,0
"اصلا راضي نيستم،  حتي نمي تونم ويندوز توش بريزم.",-1
"با بيمه و گارانتي هماهنگ
متاسفانه!",-1
متاسفانه ما انسانها خيلي زود با تبليغات گول ميخوريم وهنوز کالايي را نخريده در باره ان نظر ميدهيم .,-1
در پايان اگر بخواهم به شما توصيه کنم که بين تبلت هاي اندرويدي و ipad يکي را انتخاب کنيد صرف نظر از سخت افزار قدرتمند تبلت هاي ايسوس حتماً به شما پيشنهاد ميکنم ipad بخريد.,0
و بدون استفاده !,-1
اما یکی از بهترین بهبودها در این دوربین نسبت به مدل پیشین در نمایشگر بوده است.,+2
"منم همين نظر و داشتم و از خريد اين گوشي واسه يکي از فاميل ها واقعا به خاطر اين عيب ناراحت بودم
امروز که تو اينترنت راجب اين موضوع سرچ ميکردم ديدم نوشته:
"""""""" اين 4 تا دکمه لمسي پاييني ion رو نبايد فشار داد بلکه بايد انگشتتو بکشي روش يعني بصورت عمودي نيم سانتي متر از بالا به پايين انگشتتو بکش روش""""""
با اين روش ديگه نيازي به فشار دادن رو دکمه لمسي پاييني اين گوشي نيست
من تست کردم جواب داد .",0
در ضمن این دوربین ضد نفوذ ذرات ریز مثل گرد و خاک هم می‌باشد.,+1
"ممنون از مسئولان ديجي کالا
واقعا ديجي کالا بهترين فروشگاه اينترنتي است",+1
همچنین برای عکاسی از محیط‌های داخلی و یا جمع بزرگ دوستان هم مناسب است.,+1
"از نظر کیفیت عکس‌های گرفته شده،  دوربین این گوشی یکی از بهترین دوربین‌هایی است که بر روی گوشی‌های تلفن همراه مشاهده کرده‌ایم.",+1
"بعد از وارد شدن کنسول PlayStation 2 به بازار جهاني در سال ۲۰۰۰ميلادي توسط شرکت سوني،  شرکت مايکروسافت (Microsoft) که معتبرترين شرکت نرم افزاري در جهان است،  در سال ۲۰۰۲ ميلادي اولين کنسول بازي خود را با نام XBOX وارد بازار کرد.",0
اگر به فضاي زيادي براي ذخيره کردن نياز داريد يا دستانتان آنقدر بزرگ است که از فضاي اضافي ايجاد شده به وسيله ي هار ديسک استفاده کنيد XR550 خوب است در غير اينصورت CX550V قيمت مناسبتري دارد.,0
بازي هاي HD رو موقع بازي گير ميکنه.,-1
"من اين گوشي را قبلا داشتم ، براي کساني که گوشيهاي کيبردي دوست دارند خوبه،  مخصوصا مرورگري که در گوشي نصب هست بسيار عاليه و محدوديتهاي اينترنتي رو رد ميکنه ",+2
در کل هرچند که G6 دوربین کوچکی است ولی به لطف دستگیره‌ی بزرگی که دارد همانند مدل پیشینش به خوبی در دست جای می گیرد.,+1
"براي اونايي که گوشي هاي بزرگ رو دوست دارن،  بهترين گوشيه!",+2
سلام دوستان خوب هستين به نظر من دوربين واقعاً جالب و خوش دستيه که هم کارايى بيشتر هم با اون کيفيت hd  يش رو دست هندى کم هاى دوى کم هم دوربين هاى دوى کم اومده هم سبک هم با کيفيت بيشتر از لنزش خوشم اومده که ميتونم عوضشم کنيم ابن کارايش به نظر من از همش مهمتره هم دقت 14 مکا بيکسليش ,+2
GPS می‌تواند به صورت دستی خاموش یا روشن شود و وضعیت آن هم به صورت آیکون کوچکی بر روی نمایشگر به نمایش در می‌آید.,0
"به غير از اون موردي که گفتم صفحه کليدش واقعا فوق العادست ،  وقتي تايپ ميکني حس خيلي خوبي رو بهت منتقل ميکنه ،  دکمه هاش نه زياد بزرگن و نه کوچيک.",+2
"در زیر تبلت نیز همانند خود گوشی،  پورت 13 پینی MHL قرار دارد.",0
"سرعت این نسخه از اندروید به نسبت نسخه های پیشین بسیار بیشتر شده و در واقع،  اصلی‌ترین تفاوت این گوشی با مدل پیشین نیز در وجود همین نسخه از اندروید به صورت پیش فرض بر روی آن است.",+1
بايد از لحاظ پشتيباني زبان فارسي کاملا چک بشه.,0
به نظر من اين گوشي يکي از بهترين پردازنده ها رو داره: چيب قبلي snapdragon که تونست بيشتر از 4 هسته اي ها رو شکست بده 2 هسته اي بود .,0
کمپاني HTC يکي از بهترين و معتبر ترين کمپاني هاي مطرح در عرصه اسمارت فون هستش.,+2
"۱۴ گيگابايت از فضاي اين هاردديسک براي کاربر قابل استفاده است،  زيرا حدود ۶ گيگابايت از فضاي اين هاردديسک توسط نرم افزار و امکانات جانبي موجود در کنسول استفاده شده است.",0
همان طور که میدانید اسکنر ها از ابتدا تا کنون نه فقط در حوزه فنی بلکه در ابعاد و اندازه نیز تغییرات فراوانی داشته اند.,0
عالي عالي عالي هيچ گوشي جلوي اين حرفي واسه گفتن نداره من تو دبي تست کردم perfect,+2
که اين فقط يک پاسخ دارد و آن ادبيات کاربريست!,0
تنها مشکلي که شايد بشه اشاره کرد يکم کوچيک بودن اسکرينش هست!,-1
در نهايت بايد بگم ديجي کالا کارش درسته و ميدونه چي معرفي کنه,+1
در عوض بي نهايت زيباست کيفيت دوربينش هم خوبه,+2
